# conf  d[nm]
0	0.612
1	0.628
2	0.622
3	0.642
4	0.626
5	0.633
6	0.646
7	0.665
8	0.640
9	0.635
10	0.639
11	0.639
12	0.659
13	0.656
14	0.649
15	0.614
16	0.622
17	0.625
18	0.638
19	0.634
20	0.654
21	0.667
22	0.669
23	0.659
24	0.648
25	0.679
26	0.711
27	0.672
28	0.662
29	0.631
30	0.612
31	0.661
32	0.656
33	0.651
34	0.677
35	0.665
36	0.646
37	0.657
38	0.686
39	0.689
40	0.664
41	0.631
42	0.636
43	0.650
44	0.642
45	0.630
46	0.638
47	0.680
48	0.689
49	0.668
50	0.655
51	0.669
52	0.682
53	0.692
54	0.682
55	0.631
56	0.625
57	0.655
58	0.674
59	0.680
60	0.647
61	0.633
62	0.665
63	0.694
64	0.680
65	0.647
66	0.648
67	0.682
68	0.696
69	0.683
70	0.673
71	0.651
72	0.671
73	0.674
74	0.666
75	0.639
76	0.663
77	0.658
78	0.638
79	0.661
80	0.666
81	0.649
82	0.662
83	0.683
84	0.694
85	0.692
86	0.646
87	0.645
88	0.697
89	0.717
90	0.711
91	0.678
92	0.647
93	0.637
94	0.663
95	0.690
96	0.656
97	0.638
98	0.637
99	0.640
100	0.631
101	0.632
102	0.647
103	0.646
104	0.640
105	0.642
106	0.665
107	0.638
108	0.631
109	0.653
110	0.666
111	0.669
112	0.662
113	0.651
114	0.651
115	0.640
116	0.639
117	0.663
118	0.656
119	0.653
120	0.653
121	0.653
122	0.652
123	0.670
124	0.669
125	0.650
126	0.627
127	0.648
128	0.656
129	0.653
130	0.653
131	0.650
132	0.676
133	0.663
134	0.664
135	0.671
136	0.661
137	0.661
138	0.635
139	0.633
140	0.617
141	0.635
142	0.655
143	0.673
144	0.673
145	0.628
146	0.642
147	0.674
148	0.651
149	0.652
150	0.676
151	0.664
152	0.642
153	0.665
154	0.676
155	0.651
156	0.645
157	0.674
158	0.668
159	0.662
160	0.651
161	0.643
162	0.631
163	0.668
164	0.646
165	0.629
166	0.650
167	0.682
168	0.680
169	0.651
170	0.657
171	0.646
172	0.624
173	0.631
174	0.675
175	0.689
176	0.679
177	0.655
178	0.630
179	0.647
180	0.668
181	0.675
182	0.668
183	0.687
184	0.682
185	0.693
186	0.666
187	0.653
188	0.653
189	0.667
190	0.663
191	0.673
192	0.676
193	0.656
194	0.638
195	0.658
196	0.689
197	0.710
198	0.696
199	0.667
200	0.645
201	0.651
202	0.646
203	0.639
204	0.645
205	0.643
206	0.655
207	0.671
208	0.680
209	0.686
210	0.672
211	0.634
212	0.632
213	0.664
214	0.665
215	0.656
216	0.666
217	0.663
218	0.683
219	0.693
220	0.659
221	0.634
222	0.653
223	0.694
224	0.720
225	0.690
226	0.658
227	0.677
228	0.698
229	0.671
230	0.672
231	0.695
232	0.686
233	0.657
234	0.648
235	0.677
236	0.680
237	0.673
238	0.681
239	0.648
240	0.657
241	0.680
242	0.660
243	0.639
244	0.663
245	0.705
246	0.697
247	0.661
248	0.626
249	0.642
250	0.711
251	0.749
252	0.736
253	0.680
254	0.621
255	0.633
256	0.665
257	0.642
258	0.618
259	0.643
260	0.660
261	0.664
262	0.667
263	0.665
264	0.661
265	0.656
266	0.663
267	0.667
268	0.683
269	0.688
270	0.694
271	0.689
272	0.677
273	0.670
274	0.665
275	0.676
276	0.660
277	0.661
278	0.647
279	0.670
280	0.686
281	0.646
282	0.648
283	0.665
284	0.675
285	0.679
286	0.649
287	0.639
288	0.646
289	0.646
290	0.663
291	0.677
292	0.649
293	0.647
294	0.669
295	0.679
296	0.624
297	0.627
298	0.676
299	0.663
300	0.663
301	0.702
302	0.711
303	0.709
304	0.702
305	0.698
306	0.701
307	0.667
308	0.638
309	0.685
310	0.710
311	0.706
312	0.704
313	0.676
314	0.696
315	0.682
316	0.697
317	0.720
318	0.714
319	0.721
320	0.707
321	0.675
322	0.660
323	0.684
324	0.648
325	0.640
326	0.669
327	0.675
328	0.682
329	0.677
330	0.669
331	0.665
332	0.657
333	0.649
334	0.672
335	0.671
336	0.628
337	0.631
338	0.674
339	0.671
340	0.668
341	0.667
342	0.682
343	0.673
344	0.660
345	0.628
346	0.635
347	0.649
348	0.646
349	0.612
350	0.605
351	0.646
352	0.654
353	0.642
354	0.643
355	0.688
356	0.717
357	0.712
358	0.692
359	0.698
360	0.684
361	0.684
362	0.703
363	0.690
364	0.683
365	0.670
366	0.647
367	0.640
368	0.669
369	0.704
370	0.713
371	0.707
372	0.719
373	0.693
374	0.674
375	0.675
376	0.675
377	0.670
378	0.664
379	0.698
380	0.719
381	0.685
382	0.673
383	0.685
384	0.691
385	0.673
386	0.668
387	0.653
388	0.653
389	0.673
390	0.660
391	0.676
392	0.668
393	0.656
394	0.661
395	0.655
396	0.651
397	0.672
398	0.659
399	0.660
400	0.681
401	0.647
402	0.655
403	0.688
404	0.707
405	0.700
406	0.693
407	0.689
408	0.670
409	0.682
410	0.678
411	0.664
412	0.670
413	0.729
414	0.726
415	0.714
416	0.734
417	0.746
418	0.728
419	0.731
420	0.712
421	0.668
422	0.685
423	0.678
424	0.671
425	0.669
426	0.685
427	0.715
428	0.713
429	0.709
430	0.690
431	0.709
432	0.700
433	0.703
434	0.695
435	0.695
436	0.696
437	0.662
438	0.665
439	0.648
440	0.651
441	0.653
442	0.655
443	0.662
444	0.679
445	0.723
446	0.682
447	0.654
448	0.696
449	0.709
450	0.694
451	0.659
452	0.697
453	0.704
454	0.672
455	0.660
456	0.644
457	0.651
458	0.685
459	0.686
460	0.704
461	0.711
462	0.705
463	0.676
464	0.665
465	0.668
466	0.702
467	0.714
468	0.707
469	0.709
470	0.707
471	0.677
472	0.661
473	0.696
474	0.698
475	0.704
476	0.720
477	0.736
478	0.721
479	0.682
480	0.660
481	0.669
482	0.689
483	0.667
484	0.676
485	0.691
486	0.672
487	0.661
488	0.684
489	0.682
490	0.699
491	0.742
492	0.757
493	0.726
494	0.714
495	0.726
496	0.751
497	0.748
498	0.749
499	0.732
500	0.707
501	0.684
502	0.683
503	0.714
504	0.732
505	0.729
506	0.706
507	0.679
508	0.701
509	0.748
510	0.761
511	0.735
512	0.713
513	0.721
514	0.725
515	0.713
516	0.706
517	0.703
518	0.700
519	0.716
520	0.736
521	0.773
522	0.796
523	0.740
524	0.689
525	0.681
526	0.713
527	0.796
528	0.805
529	0.783
530	0.740
531	0.714
532	0.714
533	0.728
534	0.722
535	0.738
536	0.783
537	0.801
538	0.766
539	0.733
540	0.719
541	0.740
542	0.732
543	0.738
544	0.748
545	0.727
546	0.668
547	0.676
548	0.707
549	0.736
550	0.763
551	0.750
552	0.733
553	0.734
554	0.720
555	0.717
556	0.718
557	0.729
558	0.751
559	0.764
